ID	Gene Name	Species	ENTREZ_GENE_ID
PHKB	phosphorylase kinase, beta	Homo sapiens	5257,
PHKG1	phosphorylase kinase, gamma 1 (muscle)	Homo sapiens	5260,
PHKG2	phosphorylase kinase, gamma 2 (testis)	Homo sapiens	5261,
PYGL	phosphorylase, glycogen, liver	Homo sapiens	5836,
PYGM	phosphorylase, glycogen, muscle	Homo sapiens	5837,
PYGB	phosphorylase, glycogen; brain	Homo sapiens	5834,
PHAX	phosphorylated adaptor for RNA export	Homo sapiens	51808,
PSPH	phosphoserine phosphatase-like; phosphoserine phosphatase	Homo sapiens	5723,8781,
PHYH	phytanoyl-CoA 2-hydroxylase	Homo sapiens	5264,
PHYHIP	phytanoyl-CoA 2-hydroxylase interacting protein	Homo sapiens	9796,
PHYHIPL	phytanoyl-CoA 2-hydroxylase interacting protein-like	Homo sapiens	84457,
PCLO	piccolo (presynaptic cytomatrix protein)	Homo sapiens	27445,
PIM1	pim-1 oncogene	Homo sapiens	5292,
PIM2	pim-2 oncogene	Homo sapiens	11040,
PIM3	pim-3 oncogene	Homo sapiens	415116,
PNN	pinin, desmosome associated protein	Homo sapiens	5411,
PIPOX	pipecolic acid oxidase	Homo sapiens	51268,
PIR	pirin (iron-binding nuclear protein)	Homo sapiens	8544,
PTTG1IP	pituitary tumor-transforming 1 interacting protein	Homo sapiens	754,
PTTG1	pituitary tumor-transforming 1; pituitary tumor-transforming 2	Homo sapiens	10744,9232,
PIWIL1	piwi-like 1 (Drosophila)	Homo sapiens	9271,
PIWIL4	piwi-like 4 (Drosophila)	Homo sapiens	143689,
PLAC8	placenta-specific 8	Homo sapiens	51316,
PGF	placental growth factor	Homo sapiens	5228,
PKP1	plakophilin 1 (ectodermal dysplasia/skin fragility syndrome); similar to plakophilin 1 isoform 1a	Homo sapiens	5317,652798,
PKP2	plakophilin 2	Homo sapiens	5318,
PKP3	plakophilin 3	Homo sapiens	11187,
PKP4	plakophilin 4	Homo sapiens	8502,
PLG	plasminogen	Homo sapiens	5340,
PLAT	plasminogen activator, tissue	Homo sapiens	5327,
PLAU	plasminogen activator, urokinase	Homo sapiens	5328,
PLAUR	plasminogen activator, urokinase receptor	Homo sapiens	5329,
PLS3	plastin 3 (T isoform)	Homo sapiens	5358,
PDGFC	platelet derived growth factor C	Homo sapiens	56034,
PDGFD	platelet derived growth factor D	Homo sapiens	80310,
PF4	platelet factor 4	Homo sapiens	5196,
PAFAH1B1	platelet-activating factor acetylhydrolase, isoform Ib, subunit 1 (45kDa)	Homo sapiens	5048,
PAFAH1B2	platelet-activating factor acetylhydrolase, isoform Ib, subunit 2 (30kDa)	Homo sapiens	5049,
PAFAH1B3	platelet-activating factor acetylhydrolase, isoform Ib, subunit 3 (29kDa)	Homo sapiens	5050,
PTAFR	platelet-activating factor receptor	Homo sapiens	5724,
PDGFA	platelet-derived growth factor alpha polypeptide	Homo sapiens	5154,
PDGFB	platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)	Homo sapiens	5155,
PDGFRA	platelet-derived growth factor receptor, alpha polypeptide	Homo sapiens	5156,
PDGFRB	platelet-derived growth factor receptor, beta polypeptide	Homo sapiens	5159,
PECAM1	platelet/endothelial cell adhesion molecule	Homo sapiens	5175,
PLEK	pleckstrin	Homo sapiens	5341,
PSD	pleckstrin and Sec7 domain containing	Homo sapiens	5662,
PLEKHA1	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1	Homo sapiens	59338,
PLEKHA4	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4	Homo sapiens	57664,
PLEKHA8	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8	Homo sapiens	84725,
PLEKHA5	pleckstrin homology domain containing, family A member 5	Homo sapiens	54477,
PLEKHB1	pleckstrin homology domain containing, family B (evectins) member 1	Homo sapiens	58473,
PLEKHB2	pleckstrin homology domain containing, family B (evectins) member 2	Homo sapiens	55041,
PLEKHF1	pleckstrin homology domain containing, family F (with FYVE domain) member 1	Homo sapiens	79156,
PLEKHF2	pleckstrin homology domain containing, family F (with FYVE domain) member 2	Homo sapiens	79666,
PLEKHG2	pleckstrin homology domain containing, family G (with RhoGef domain) member 2	Homo sapiens	64857,
PLEKHG4	pleckstrin homology domain containing, family G (with RhoGef domain) member 4	Homo sapiens	25894,
PLEKHJ1	pleckstrin homology domain containing, family J member 1	Homo sapiens	55111,
PLEKHM1	pleckstrin homology domain containing, family M (with RUN domain) member 1	Homo sapiens	9842,
PLEKHM2	pleckstrin homology domain containing, family M (with RUN domain) member 2	Homo sapiens	23207,
PLEKHO1	pleckstrin homology domain containing, family O member 1	Homo sapiens	51177,
PHIP	pleckstrin homology domain interacting protein	Homo sapiens	55023,
PHLDA1	pleckstrin homology-like domain, family A, member 1	Homo sapiens	22822,
PHLDB2	pleckstrin homology-like domain, family B, member 2; phosphatidylinositol-specific phospholipase C, X domain containing 2	Homo sapiens	257068,90102,
PLAG1	pleiomorphic adenoma gene 1	Homo sapiens	5324,
PLAGL1	pleiomorphic adenoma gene-like 1	Homo sapiens	5325,
PLAGL2	pleiomorphic adenoma gene-like 2; similar to pleiomorphic adenoma gene-like 2	Homo sapiens	152845,5326,
PTN	pleiotrophin	Homo sapiens	5764,
PLRG1	pleiotropic regulator 1 (PRL1 homolog, Arabidopsis)	Homo sapiens	5356,
PLXNA1	plexin A1	Homo sapiens	5361,
PLXNA2	plexin A2	Homo sapiens	5362,
PLXNB1	plexin B1	Homo sapiens	5364,
PLXNB2	plexin B2	Homo sapiens	23654,
PLXNB3	plexin B3	Homo sapiens	5365,
PLXNC1	plexin C1	Homo sapiens	10154,
PLXND1	plexin D1	Homo sapiens	23129,
PLXDC1	plexin domain containing 1	Homo sapiens	57125,
PODXL	podocalyxin-like	Homo sapiens	5420,
PODXL2	podocalyxin-like 2	Homo sapiens	50512,
PDPN	podoplanin	Homo sapiens	10630,
POGZ	pogo transposable element with ZNF domain	Homo sapiens	23126,
PVR	poliovirus receptor	Homo sapiens	5817,
PVRL1	poliovirus receptor-related 1 (herpesvirus entry mediator C)	Homo sapiens	5818,
PVRL2	poliovirus receptor-related 2 (herpesvirus entry mediator B)	Homo sapiens	5819,
PVRL3	poliovirus receptor-related 3	Homo sapiens	25945,
PVRL4	poliovirus receptor-related 4	Homo sapiens	81607,
PLK1	polo-like kinase 1 (Drosophila)	Homo sapiens	5347,
PLK2	polo-like kinase 2 (Drosophila)	Homo sapiens	10769,
PLK3	polo-like kinase 3 (Drosophila)	Homo sapiens	1263,
PLK4	polo-like kinase 4 (Drosophila)	Homo sapiens	10733,
PARP1	poly (ADP-ribose) polymerase 1	Homo sapiens	142,
PARP2	poly (ADP-ribose) polymerase 2	Homo sapiens	10038,
PARP10	poly (ADP-ribose) polymerase family, member 10	Homo sapiens	84875,
PARP11	poly (ADP-ribose) polymerase family, member 11	Homo sapiens	57097,
PARP14	poly (ADP-ribose) polymerase family, member 14	Homo sapiens	54625,
PARP15	poly (ADP-ribose) polymerase family, member 15	Homo sapiens	165631,
PARP3	poly (ADP-ribose) polymerase family, member 3	Homo sapiens	10039,
PARP4	poly (ADP-ribose) polymerase family, member 4	Homo sapiens	143,
PARP9	poly (ADP-ribose) polymerase family, member 9	Homo sapiens	83666,
PAIP1	poly(A) binding protein interacting protein 1; similar to poly(A) binding protein interacting protein 1	Homo sapiens	10605,645139,
PAIP2	poly(A) binding protein interacting protein 2	Homo sapiens	51247,
PAIP2B	poly(A) binding protein interacting protein 2B	Homo sapiens	400961,
PABPC4	poly(A) binding protein, cytoplasmic 4 (inducible form)	Homo sapiens	8761,
PABPC1	poly(A) binding protein, cytoplasmic pseudogene 5; poly(A) binding protein, cytoplasmic 1	Homo sapiens	26986,341315,
PABPN1	poly(A) binding protein, nuclear 1	Homo sapiens	8106,
PAPOLA	poly(A) polymerase alpha	Homo sapiens	10914,
PARN	poly(A)-specific ribonuclease (deadenylation nuclease)	Homo sapiens	5073,
PCBP1	poly(rC) binding protein 1	Homo sapiens	5093,
PCBP2	poly(rC) binding protein 2	Homo sapiens	5094,
PCBP3	poly(rC) binding protein 3	Homo sapiens	54039,
PCBP4	poly(rC) binding protein 4	Homo sapiens	57060,
PUF60	poly-U binding splicing factor 60KDa	Homo sapiens	22827,
PBRM1	polybromo 1	Homo sapiens	55193,
PCGF1	polycomb group ring finger 1	Homo sapiens	84759,
PCGF2	polycomb group ring finger 2	Homo sapiens	7703,
PCGF6	polycomb group ring finger 6	Homo sapiens	84108,
PKHD1	polycystic kidney and hepatic disease 1 (autosomal recessive)	Homo sapiens	5314,
PKD1	polycystic kidney disease 1 (autosomal dominant)	Homo sapiens	5310,
PKD2	polycystic kidney disease 2 (autosomal dominant)	Homo sapiens	5311,
PKD2L1	polycystic kidney disease 2-like 1	Homo sapiens	9033,
PQBP1	polyglutamine binding protein 1	Homo sapiens	10084,
PHC1	polyhomeotic homolog 1B (Drosophila); polyhomeotic homolog 1 (Drosophila)	Homo sapiens	1911,653441,
PHC2	polyhomeotic homolog 2 (Drosophila)	Homo sapiens	1912,
POLI	polymerase (DNA directed) iota	Homo sapiens	11201,
POLK	polymerase (DNA directed) kappa	Homo sapiens	51426,
POLA1	polymerase (DNA directed), alpha 1, catalytic subunit	Homo sapiens	5422,
POLA2	polymerase (DNA directed), alpha 2 (70kD subunit)	Homo sapiens	23649,
POLB	polymerase (DNA directed), beta	Homo sapiens	5423,
POLD1	polymerase (DNA directed), delta 1, catalytic subunit 125kDa	Homo sapiens	5424,
POLD2	polymerase (DNA directed), delta 2, regulatory subunit 50kDa	Homo sapiens	5425,
POLE	polymerase (DNA directed), epsilon	Homo sapiens	5426,
POLE2	polymerase (DNA directed), epsilon 2 (p59 subunit)	Homo sapiens	5427,
POLE3	polymerase (DNA directed), epsilon 3 (p17 subunit)	Homo sapiens	54107,
POLH	polymerase (DNA directed), eta	Homo sapiens	5429,
POLG	polymerase (DNA directed), gamma	Homo sapiens	5428,
POLL	polymerase (DNA directed), lambda	Homo sapiens	27343,
POLM	polymerase (DNA directed), mu	Homo sapiens	27434,
POLD3	polymerase (DNA-directed), delta 3, accessory subunit	Homo sapiens	10714,
POLD4	polymerase (DNA-directed), delta 4	Homo sapiens	57804,
POLDIP2	polymerase (DNA-directed), delta interacting protein 2	Homo sapiens	26073,
POLDIP3	polymerase (DNA-directed), delta interacting protein 3	Homo sapiens	84271,
POLE4	polymerase (DNA-directed), epsilon 4 (p12 subunit)	Homo sapiens	56655,
POLR1A	polymerase (RNA) I polypeptide A, 194kDa	Homo sapiens	25885,
POLR1B	polymerase (RNA) I polypeptide B, 128kDa	Homo sapiens	84172,
POLR1C	polymerase (RNA) I polypeptide C, 30kDa	Homo sapiens	9533,
POLR1D	polymerase (RNA) I polypeptide D, 16kDa	Homo sapiens	51082,
POLR1E	polymerase (RNA) I polypeptide E, 53kDa	Homo sapiens	64425,
POLR2A	polymerase (RNA) II (DNA directed) polypeptide A, 220kDa	Homo sapiens	5430,
POLR2B	polymerase (RNA) II (DNA directed) polypeptide B, 140kDa	Homo sapiens	5431,
POLR2C	polymerase (RNA) II (DNA directed) polypeptide C, 33kDa	Homo sapiens	5432,
POLR2D	polymerase (RNA) II (DNA directed) polypeptide D	Homo sapiens	5433,
POLR2E	polymerase (RNA) II (DNA directed) polypeptide E, 25kDa	Homo sapiens	5434,
POLR2F	polymerase (RNA) II (DNA directed) polypeptide F	Homo sapiens	5435,
POLR2G	polymerase (RNA) II (DNA directed) polypeptide G	Homo sapiens	5436,
POLR2H	polymerase (RNA) II (DNA directed) polypeptide H	Homo sapiens	5437,
POLR2I	polymerase (RNA) II (DNA directed) polypeptide I, 14.5kDa	Homo sapiens	5438,
POLR2J	polymerase (RNA) II (DNA directed) polypeptide J, 13.3kDa	Homo sapiens	5439,
POLR2K	polymerase (RNA) II (DNA directed) polypeptide K, 7.0kDa	Homo sapiens	5440,
POLR2L	polymerase (RNA) II (DNA directed) polypeptide L, 7.6kDa	Homo sapiens	5441,
POLR3A	polymerase (RNA) III (DNA directed) polypeptide A, 155kDa	Homo sapiens	11128,
POLR3C	polymerase (RNA) III (DNA directed) polypeptide C (62kD)	Homo sapiens	10623,
POLR3D	polymerase (RNA) III (DNA directed) polypeptide D, 44kDa	Homo sapiens	661,
POLR3E	polymerase (RNA) III (DNA directed) polypeptide E (80kD)	Homo sapiens	55718,
POLR3F	polymerase (RNA) III (DNA directed) polypeptide F, 39 kDa	Homo sapiens	10621,
POLR3H	polymerase (RNA) III (DNA directed) polypeptide H (22.9kD)	Homo sapiens	171568,
POLRMT	polymerase (RNA) mitochondrial (DNA directed)	Homo sapiens	5442,
PTRF	polymerase I and transcript release factor	Homo sapiens	284119,
PIGR	polymeric immunoglobulin receptor	Homo sapiens	5284,
PNKP	polynucleotide kinase 3'-phosphatase	Homo sapiens	11284,
PTBP1	polypyrimidine tract binding protein 1	Homo sapiens	5725,
PTBP2	polypyrimidine tract binding protein 2	Homo sapiens	58155,
PORCN	porcupine homolog (Drosophila)	Homo sapiens	64840,
KCNRG	potassium channel regulator	Homo sapiens	283518,
KCTD13	potassium channel tetramerisation domain containing 13	Homo sapiens	253980,
KCTD15	potassium channel tetramerisation domain containing 15	Homo sapiens	79047,
KCTD17	potassium channel tetramerisation domain containing 17	Homo sapiens	79734,
KCTD3	potassium channel tetramerisation domain containing 3	Homo sapiens	51133,
KCTD4	potassium channel tetramerisation domain containing 4	Homo sapiens	386618,
KCTD5	potassium channel tetramerisation domain containing 5	Homo sapiens	54442,
KCNK1	potassium channel, subfamily K, member 1	Homo sapiens	3775,
KCNK15	potassium channel, subfamily K, member 15	Homo sapiens	60598,
KCNK18	potassium channel, subfamily K, member 18	Homo sapiens	338567,
KCNK3	potassium channel, subfamily K, member 3	Homo sapiens	3777,
KCNK9	potassium channel, subfamily K, member 9	Homo sapiens	51305,
KCNV1	potassium channel, subfamily V, member 1	Homo sapiens	27012,
KCNV2	potassium channel, subfamily V, member 2	Homo sapiens	169522,
KCNN2	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2	Homo sapiens	3781,
KCNN4	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4	Homo sapiens	3783,
KCNJ1	potassium inwardly-rectifying channel, subfamily J, member 1	Homo sapiens	3758,
KCNJ10	potassium inwardly-rectifying channel, subfamily J, member 10	Homo sapiens	3766,
KCNJ11	potassium inwardly-rectifying channel, subfamily J, member 11	Homo sapiens	3767,
KCNJ15	potassium inwardly-rectifying channel, subfamily J, member 15	Homo sapiens	3772,
KCNJ16	potassium inwardly-rectifying channel, subfamily J, member 16	Homo sapiens	3773,
KCNJ2	potassium inwardly-rectifying channel, subfamily J, member 2	Homo sapiens	3759,
KCNJ3	potassium inwardly-rectifying channel, subfamily J, member 3	Homo sapiens	3760,
KCNJ4	potassium inwardly-rectifying channel, subfamily J, member 4	Homo sapiens	3761,
KCNJ5	potassium inwardly-rectifying channel, subfamily J, member 5	Homo sapiens	3762,
KCNJ6	potassium inwardly-rectifying channel, subfamily J, member 6	Homo sapiens	3763,
KCNJ8	potassium inwardly-rectifying channel, subfamily J, member 8	Homo sapiens	3764,
KCNJ9	potassium inwardly-rectifying channel, subfamily J, member 9	Homo sapiens	3765,
KCNMA1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	Homo sapiens	3778,
KCNMB1	potassium large conductance calcium-activated channel, subfamily M, beta member 1	Homo sapiens	3779,
KCNE1	potassium voltage-gated channel, Isk-related family, member 1	Homo sapiens	3753,
KCNE2	potassium voltage-gated channel, Isk-related family, member 2	Homo sapiens	9992,
KCNE4	potassium voltage-gated channel, Isk-related family, member 4	Homo sapiens	23704,
KCNQ1	potassium voltage-gated channel, KQT-like subfamily, member 1	Homo sapiens	3784,
KCNQ2	potassium voltage-gated channel, KQT-like subfamily, member 2	Homo sapiens	3785,
KCNQ3	potassium voltage-gated channel, KQT-like subfamily, member 3	Homo sapiens	3786,
KCNQ4	potassium voltage-gated channel, KQT-like subfamily, member 4	Homo sapiens	9132,
KCNQ5	potassium voltage-gated channel, KQT-like subfamily, member 5	Homo sapiens	56479,
KCNB1	potassium voltage-gated channel, Shab-related subfamily, member 1	Homo sapiens	3745,
KCNB2	potassium voltage-gated channel, Shab-related subfamily, member 2	Homo sapiens	9312,
KCND1	potassium voltage-gated channel, Shal-related subfamily, member 1	Homo sapiens	3750,
KCND2	potassium voltage-gated channel, Shal-related subfamily, member 2	Homo sapiens	3751,
KCND3	potassium voltage-gated channel, Shal-related subfamily, member 3	Homo sapiens	3752,
KCNC1	potassium voltage-gated channel, Shaw-related subfamily, member 1	Homo sapiens	3746,
KCNS3	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 3	Homo sapiens	3790,
KCNAB1	potassium voltage-gated channel, shaker-related subfamily, beta member 1	Homo sapiens	7881,
KCNAB2	potassium voltage-gated channel, shaker-related subfamily, beta member 2	Homo sapiens	8514,
KCNA1	potassium voltage-gated channel, shaker-related subfamily, member 1 (episodic ataxia with myokymia)	Homo sapiens	3736,
KCNA10	potassium voltage-gated channel, shaker-related subfamily, member 10	Homo sapiens	3744,
KCNA2	potassium voltage-gated channel, shaker-related subfamily, member 2	Homo sapiens	3737,
KCNA3	potassium voltage-gated channel, shaker-related subfamily, member 3	Homo sapiens	3738,
KCNA4	potassium voltage-gated channel, shaker-related subfamily, member 4	Homo sapiens	3739,
KCNA5	potassium voltage-gated channel, shaker-related subfamily, member 5	Homo sapiens	3741,
KCNF1	potassium voltage-gated channel, subfamily F, member 1	Homo sapiens	3754,
KCNG1	potassium voltage-gated channel, subfamily G, member 1	Homo sapiens	3755,
KCNG2	potassium voltage-gated channel, subfamily G, member 2	Homo sapiens	26251,
KCNG3	potassium voltage-gated channel, subfamily G, member 3	Homo sapiens	170850,
KCNG4	potassium voltage-gated channel, subfamily G, member 4	Homo sapiens	93107,
KCNH1	potassium voltage-gated channel, subfamily H (eag-related), member 1	Homo sapiens	3756,
KCNH2	potassium voltage-gated channel, subfamily H (eag-related), member 2	Homo sapiens	3757,
KCNH5	potassium voltage-gated channel, subfamily H (eag-related), member 5	Homo sapiens	27133,
PJA1	praja ring finger 1	Homo sapiens	64219,
PJA2	praja ring finger 2	Homo sapiens	9867,
VPREB1	pre-B lymphocyte 1	Homo sapiens	7441,
VPREB3	pre-B lymphocyte 3	Homo sapiens	29802,
PBX1	pre-B-cell leukemia homeobox 1	Homo sapiens	5087,
PBX2	pre-B-cell leukemia homeobox 2	Homo sapiens	5089,
PBX3	pre-B-cell leukemia homeobox 3	Homo sapiens	5090,
PBXIP1	pre-B-cell leukemia homeobox interacting protein 1	Homo sapiens	57326,
PRAME	preferentially expressed antigen in melanoma	Homo sapiens	23532,
PFDN1	prefoldin subunit 1	Homo sapiens	5201,
PFDN2	prefoldin subunit 2	Homo sapiens	5202,
PFDN4	prefoldin subunit 4	Homo sapiens	5203,
PFDN5	prefoldin subunit 5	Homo sapiens	5204,
PFDN6	prefoldin subunit 6	Homo sapiens	10471,
PSG1	pregnancy specific beta-1-glycoprotein 1	Homo sapiens	5669,
PSG2	pregnancy specific beta-1-glycoprotein 2	Homo sapiens	5670,
PSG3	pregnancy specific beta-1-glycoprotein 3	Homo sapiens	5671,
PSG5	pregnancy specific beta-1-glycoprotein 5	Homo sapiens	5673,
PSG9	pregnancy specific beta-1-glycoprotein 9	Homo sapiens	5678,
PZP	pregnancy-zone protein	Homo sapiens	5858,
PNOC	prepronociceptin	Homo sapiens	5368,
PSEN1	presenilin 1	Homo sapiens	5663,
PSEN2	presenilin 2 (Alzheimer disease 4)	Homo sapiens	5664,
PSENEN	presenilin enhancer 2 homolog (C. elegans)	Homo sapiens	55851,
PRICKLE1	prickle homolog 1 (Drosophila)	Homo sapiens	144165,
PRICKLE2	prickle homolog 2 (Drosophila)	Homo sapiens	166336,
PRIM1	primase, DNA, polypeptide 1 (49kDa)	Homo sapiens	5557,
PRNP	prion protein	Homo sapiens	5621,
PRND	prion protein 2 (dublet)	Homo sapiens	23627,
PMCH	pro-melanin-concentrating hormone	Homo sapiens	5367,
PPBP	pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)	Homo sapiens	5473,
POP1	processing of precursor 1, ribonuclease P/MRP subunit (S. cerevisiae)	Homo sapiens	10940,
POP4	processing of precursor 4, ribonuclease P/MRP subunit (S. cerevisiae)	Homo sapiens	10775,
POP5	processing of precursor 5, ribonuclease P/MRP subunit (S. cerevisiae)	Homo sapiens	51367,
POP7	processing of precursor 7, ribonuclease P/MRP subunit (S. cerevisiae)	Homo sapiens	10248,
PCOLCE	procollagen C-endopeptidase enhancer	Homo sapiens	5118,
PLOD2	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2	Homo sapiens	5352,
PLOD3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	Homo sapiens	8985,
PDYN	prodynorphin	Homo sapiens	5173,
PFN1	profilin 1	Homo sapiens	5216,
PFN2	profilin 2	Homo sapiens	5217,
PAEP	progestagen-associated endometrial protein	Homo sapiens	5047,
PGR	progesterone receptor	Homo sapiens	5241,
PGRMC1	progesterone receptor membrane component 1	Homo sapiens	10857,
PDCD1	programmed cell death 1	Homo sapiens	5133,
PDCD10	programmed cell death 10	Homo sapiens	11235,
PDCD11	programmed cell death 11	Homo sapiens	22984,
PDCD2	programmed cell death 2	Homo sapiens	5134,
PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)	Homo sapiens	27250,
PDCD5	programmed cell death 5	Homo sapiens	9141,
PDCD6IP	programmed cell death 6 interacting protein	Homo sapiens	10015,
PDCD7	programmed cell death 7	Homo sapiens	10081,
PHB	prohibitin	Homo sapiens	5245,
PHB2	prohibitin 2	Homo sapiens	11331,
PRL	prolactin	Homo sapiens	5617,
PRLR	prolactin receptor	Homo sapiens	5618,
PREB	prolactin regulatory element binding	Homo sapiens	10113,
PRLH	prolactin releasing hormone	Homo sapiens	51052,
PRLHR	prolactin releasing hormone receptor	Homo sapiens	2834,
PIP	prolactin-induced protein	Homo sapiens	5304,
PCNA	proliferating cell nuclear antigen	Homo sapiens	5111,
PA2G4	proliferation-associated 2G4, 38kDa; proliferation-associated 2G4 pseudogene 4	Homo sapiens	5036,647033,
PRR13	proline rich 13	Homo sapiens	54458,
PRR14	proline rich 14	Homo sapiens	78994,
PRRG2	proline rich Gla (G-carboxyglutamic acid) 2	Homo sapiens	5639,
PRIMA1	proline rich membrane anchor 1	Homo sapiens	145270,
PROL1	proline rich, lacrimal 1	Homo sapiens	58503,
PELP1	proline, glutamate and leucine rich protein 1	Homo sapiens	27043,
PNRC1	proline-rich nuclear receptor coactivator 1	Homo sapiens	10957,
PNRC2	proline-rich nuclear receptor coactivator 2; similar to hCG1728885	Homo sapiens	100131261,55629,
PRB4	proline-rich protein BstNI subfamily 1; proline-rich protein BstNI subfamily 2; proline-rich protein BstNI subfamily 4	Homo sapiens	5542,5545,653247,
PRRT2	proline-rich transmembrane protein 2	Homo sapiens	112476,
PSTPIP1	proline-serine-threonine phosphatase interacting protein 1	Homo sapiens	9051,
PSTPIP2	proline-serine-threonine phosphatase interacting protein 2	Homo sapiens	9050,
PRELP	proline/arginine-rich end leucine-rich repeat protein	Homo sapiens	5549,
P4HA2	prolyl 4-hydroxylase, alpha polypeptide II	Homo sapiens	8974,
P4HA3	prolyl 4-hydroxylase, alpha polypeptide III	Homo sapiens	283208,
P4HB	prolyl 4-hydroxylase, beta polypeptide	Homo sapiens	5034,
PREP	prolyl endopeptidase	Homo sapiens	5550,
PREPL	prolyl endopeptidase-like	Homo sapiens	9581,
PRCP	prolylcarboxypeptidase (angiotensinase C)	Homo sapiens	5547,
PML	promyelocytic leukemia; similar to promyelocytic leukemia protein isoform 1	Homo sapiens	5371,652346,
POMC	proopiomelanocortin	Homo sapiens	5443,
PCCA	propionyl Coenzyme A carboxylase, alpha polypeptide	Homo sapiens	5095,
PCCB	propionyl Coenzyme A carboxylase, beta polypeptide	Homo sapiens	5096,
PCSK1	proprotein convertase subtilisin/kexin type 1	Homo sapiens	5122,
PCSK1N	proprotein convertase subtilisin/kexin type 1 inhibitor	Homo sapiens	27344,
PCSK2	proprotein convertase subtilisin/kexin type 2	Homo sapiens	5126,
PCSK4	proprotein convertase subtilisin/kexin type 4	Homo sapiens	54760,
PCSK5	proprotein convertase subtilisin/kexin type 5	Homo sapiens	5125,
PCSK6	proprotein convertase subtilisin/kexin type 6	Homo sapiens	5046,
PCSK7	proprotein convertase subtilisin/kexin type 7 pseudogene; proprotein convertase subtilisin/kexin type 7	Homo sapiens	653303,9159,
PCSK9	proprotein convertase subtilisin/kexin type 9	Homo sapiens	255738,
PSAP	prosaposin	Homo sapiens	5660,
PROX1	prospero homeobox 1	Homo sapiens	5629,
PTGDR	prostaglandin D2 receptor (DP)	Homo sapiens	5729,
PTGDS, HPGDS	prostaglandin D2 synthase, hematopoietic; prostaglandin D2 synthase 21kDa (brain)	Homo sapiens	27306,5730,
PTGER1	prostaglandin E receptor 1 (subtype EP1), 42kDa	Homo sapiens	5731,
PTGER2	prostaglandin E receptor 2 (subtype EP2), 53kDa	Homo sapiens	5732,
PTGER3	prostaglandin E receptor 3 (subtype EP3)	Homo sapiens	5733,
PTGES	prostaglandin E synthase	Homo sapiens	9536,
PTGES2	prostaglandin E synthase 2	Homo sapiens	80142,
PTGES3	prostaglandin E synthase 3 (cytosolic)	Homo sapiens	10728,
PTGFR	prostaglandin F receptor (FP)	Homo sapiens	5737,
PTGFRN	prostaglandin F2 receptor negative regulator	Homo sapiens	5738,
PTGIR	prostaglandin I2 (prostacyclin) receptor (IP)	Homo sapiens	5739,
PTGS1	prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase)	Homo sapiens	5742,
PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	Homo sapiens	5743,
PMEPA1	prostate transmembrane protein, androgen induced 1	Homo sapiens	56937,
PTOV1	prostate tumor overexpressed 1	Homo sapiens	53635,
PRM1	protamine 1	Homo sapiens	5619,
PRSS1	protease, serine, 1 (trypsin 1); trypsinogen C	Homo sapiens	154754,5644,
PRSS2	protease, serine, 2 (trypsin 2)	Homo sapiens	5645,
PRSS23	protease, serine, 23	Homo sapiens	11098,
PRSS3	protease, serine, 3	Homo sapiens	5646,
PRSS7	protease, serine, 7 (enterokinase)	Homo sapiens	5651,
PRSS8	protease, serine, 8	Homo sapiens	5652,
PAAF1	proteasomal ATPase-associated factor 1	Homo sapiens	80227,
PSMC1	proteasome (prosome, macropain) 26S subunit, ATPase, 1; similar to protease (prosome, macropain) 26S subunit, ATPase 1	Homo sapiens	5700,643668,
PSMC2	proteasome (prosome, macropain) 26S subunit, ATPase, 2	Homo sapiens	5701,
PSMC3	proteasome (prosome, macropain) 26S subunit, ATPase, 3	Homo sapiens	5702,
PSMC5	proteasome (prosome, macropain) 26S subunit, ATPase, 5	Homo sapiens	5705,
PSMC6	proteasome (prosome, macropain) 26S subunit, ATPase, 6	Homo sapiens	5706,
PSMD1	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1	Homo sapiens	5707,
PSMD10	proteasome (prosome, macropain) 26S subunit, non-ATPase, 10	Homo sapiens	5716,
PSMD11	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11	Homo sapiens	5717,
PSMD12	proteasome (prosome, macropain) 26S subunit, non-ATPase, 12	Homo sapiens	5718,
PSMD13	proteasome (prosome, macropain) 26S subunit, non-ATPase, 13	Homo sapiens	5719,
PSMD14	proteasome (prosome, macropain) 26S subunit, non-ATPase, 14	Homo sapiens	10213,
PSMD2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 2	Homo sapiens	5708,
